step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
278,10556,556,0.04596074065193534,1.0,1.0,,,,,,,,,
279,10622,558,0.054794024853035805,0.5,0.5,,,,,,,,,
280,10656,560,0.08539223674684764,0.5,0.5,,,,,,,,,
281,10706,562,0.052343295489748316,0.5,0.5,0.061179104819893845,1.0,1.0,,,,,,
282,10756,564,0.05229706565539042,0.5,0.5,,,,,,,,,
283,10790,566,0.0729614870250225,1.0,1.0,,,,,,,,,
284,10824,568,0.049531591609120365,1.0,1.0,,,,,,,,,
285,10858,570,0.05028148829936982,1.0,1.0,,,,,,,,,
286,10892,572,0.040097651099786163,1.0,1.0,,,,,,,,,
287,10926,574,0.03653968301601708,1.0,1.0,,,,,,,,,
288,10960,576,0.04444404971785844,0.5,0.5,,,,,,,,,
289,11010,578,0.025770380228447423,1.0,1.0,0.3123710143566132,0.5,0.5,,,,,,
290,11044,580,0.04488779146689922,0.5,0.5,,,,,,,,,
291,11078,582,0.07114552550017833,0.5,0.5,,,,,,,,,
292,11112,584,0.03615449967328459,1.0,1.0,,,,,,,,,
293,11162,586,0.054363796226680285,0.5,0.5,,,,,,,,,
294,11196,588,0.027958090315805748,1.0,1.0,,,,,,,,,
295,11230,590,0.08695323660969734,0.5,0.5,,,,,,,,,
296,11264,592,0.12549716114823242,0.5,0.5,,,,,,,,,
297,11298,594,0.044413628317415715,1.0,1.0,0.09321621092036367,0.5,0.5,,,,,,
298,11332,596,0.060540175192290914,0.5,0.5,,,,,,,,,
299,11382,598,0.048058781831835706,0.5,0.5,,,,,,,,,
300,11416,600,0.09896236153319479,0.0,0.0,,,,,,,,,
301,11450,602,0.050537623576819894,0.5,0.5,,,,,,,,,
302,11484,604,0.06527847154997289,1.0,1.0,,,,,,,,,
303,11518,606,0.03208802355453372,1.0,1.0,,,,,,,,,
304,11552,608,0.07167990759015083,0.5,0.5,,,,,,,,,
305,11586,610,0.04580144301056863,1.0,1.0,0.035817579384893175,1.0,1.0,,,,,,
306,11636,612,0.05021438817183176,0.5,0.5,,,,,,,,,
307,11702,614,0.03916919524781406,1.0,1.0,,,,,,,,,
308,11736,616,0.08846907801926136,0.0,0.0,,,,,,,,,
309,11786,618,0.04187211570019523,0.5,0.5,,,,,,,,,
310,11836,620,0.04772953463097413,0.5,0.5,,,,,,,,,
311,11870,622,0.06055437888950109,1.0,1.0,,,,,,,,,
312,11920,624,0.06122281558811665,0.5,0.5,,,,,,,,,
313,11954,626,0.05862418066710234,1.0,1.0,0.0667080512456596,0.5,0.5,,,,,,
314,12004,628,0.044523455449379974,0.5,0.5,,,,,,,,,
315,12038,630,0.0456074645742774,1.0,1.0,,,,,,,,,
316,12072,632,0.03723312179907225,1.0,1.0,,,,,,,,,
317,12106,634,0.05562257438665255,0.5,0.5,,,,,,,,,
318,12156,636,0.039346651906768476,0.5,0.5,,,,,,,,,
319,12190,638,0.032335630820598454,1.0,1.0,,,,,,,,,
320,12224,640,0.06406678028404712,0.5,0.5,,,,,,,,,
321,12258,642,0.05714416991919279,1.0,1.0,0.07729362342506647,0.5,0.5,,,,,,
322,12340,644,0.028336955606937407,1.0,1.0,,,,,,,,,
323,12374,646,0.10953238855116072,0.5,0.5,,,,,,,,,
324,12408,648,0.05215380270034076,1.0,1.0,,,,,,,,,
325,12442,650,0.027426502024754877,1.0,1.0,,,,,,,,,
326,12492,652,0.05766817570974431,0.5,0.5,,,,,,,,,
327,12526,654,0.1024985683336854,0.0,0.0,,,,,,,,,
328,12560,656,0.06671502970159054,0.5,0.5,,,,,,,,,
329,12578,658,0.09428108502179385,1.0,1.0,0.03292382290586829,1.0,1.0,,,,,,
330,12612,660,0.03662493113428353,1.0,1.0,,,,,,,,,
331,12662,662,0.03758480057120323,0.5,0.5,,,,,,,,,
332,12712,664,0.05099996426453194,0.5,0.5,,,,,,,,,
333,12746,666,0.0739320710487664,0.5,0.5,,,,,,,,,
334,12780,668,0.07883645853959025,0.0,0.0,,,,,,,,,
335,12814,670,0.11253318278118968,0.0,0.0,,,,,,,,,
336,12848,672,0.047215305804274986,1.0,1.0,,,,,,,,,
337,12882,674,0.05480091527104378,1.0,1.0,0.03996093735098839,1.0,1.0,,,,,,
